statement,controversy,truth
"Climate change is a real and urgent issue that we need to tackle immediately, regardless of its economic impact.",0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
There is no evidence that astrology has any influence on a person's life.,0.0,1.0
Emotions should not guide decision-making,0.0,1.0
"There is no such thing as destiny, fate or karma.",0.0,1.0
Emotions should not dictate important decision-making processes.,0.0,1.0
Emotions should not always dictate our actions; sometimes it is better to make decisions based on logical reasoning instead.,0.0,1.0
Animal experimentation is necessary for scientific progress,0.125,1.0
Emotions should not dictate decision making,0.0,1.0
Emotions should not dictate important decisions.,0.0,1.0
"There is no inherent value in being ""nice"" to others if it doesn't benefit oneself.",0.5,0.8333333333333334
Holding onto outdated traditions and beliefs can hinder progress and innovation.,0.0,1.0
Morality is subjective and varies from culture to culture.,0.0,0.75
Emotions should not dictate decision-making,0.0,1.0
Free will is an illusion; our decisions are determined by our genetics and environment.,0.25,0.75
Emotions should not be the sole factor in decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not dictate decisions,0.0,1.0
Morality is subjective and varies across cultures.,0.0,0.8571428571428571
Feelings and emotions are not always reliable indicators of truth or reality.,0.375,1.0
Believing in superstitions or the supernatural is irrational and baseless.,0.0,1.0
The concept of luck or fate is simply a coping mechanism for those who cannot accept that their actions determine their outcomes.,0.0,0.75
Emotions should not dictate one's decision-making process.,0.0,1.0
Personal beliefs and opinions should not dictate policy and decision-making in the government.,0.0,1.0
Emotions should not be the sole driver of decision-making.,0.0,1.0
The government should prioritize funding scientific research over other programs.,0.0,1.0
Belief in conspiracy theories is usually unfounded and undermines critical thinking.,0.0,1.0
Moral relativism is a flawed concept that lacks a consistent ethical framework.,0.0,0.8333333333333334
Moral values are subjective and vary from culture to culture,0.0,0.8571428571428571
"There is no inherent meaning or purpose to life, only what we create for ourselves.",0.0,1.0
"There is no inherent moral value in any action, it is all subjective.",0.125,0.8571428571428571
Emotions should not always dictate our decisions,0.125,1.0
Hard work and perseverance are more important for success than natural talent or luck.,0.0,1.0
The end justifies the means in certain situations.,0.875,0.14285714285714285
Emotions can sometimes cloud judgment and lead to poor decision-making.,0.5,1.0
Individual emotions should not dictate important decisions,0.0,1.0
Climate change is a real threat to our planet's future,0.0,1.0
The existence of a higher power cannot be confirmed or denied with absolute certainty,0.0,1.0
Emotions should not be the sole driving force for making decisions.,0.0,1.0
Emotions should not interfere with decision-making.,0.25,1.0
Emotions should not dictate decision-making,0.0,1.0
There is no evidence to support the existence of any deity or higher power.,0.0,1.0
Emotions can cloud our judgment and lead us to make bad decisions.,0.125,1.0
The government should not be responsible for providing basic necessities for individuals,0.375,1.0
Emotions are not always a useful guide when making important decisions.,0.0,1.0
There is no universal morality,0.0,0.7142857142857143
"Individuals are responsible for their own success or failure in life, regardless of external circumstances.",0.42857142857142855,1.0
Emotions should not always dictate our actions,0.0,1.0
Emotions and intuition should not be the basis of important decisions.,0.0,1.0
Gender roles are not inherent and can vary across cultures,0.0,1.0
Emotions should not be the sole guiding force in decision making.,0.0,1.0
"In certain situations, it is better to prioritize personal gain over the needs of others.",1.0,0.6666666666666666
"Believing in supernatural phenomena, like ghosts or astrology, does not hold any basis in reality.",0.0,1.0
Emotions should never be the sole factor considered when making decisions,0.0,1.0
"There is no such thing as destiny or fate, only the choices we make.",0.0,1.0
Emotions should not dictate one's decisions,0.0,1.0
There's no such thing as fate or destiny- everything is a result of cause and effect,0.0,1.0
Emotions should not override logic in decision-making,0.25,1.0
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
Emotions should not always overshadow logic when it comes to decision-making.,0.125,1.0
"There is no inherent meaning of life, we must create our own purpose.",0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Animal welfare should be based on evidence-based studies rather than emotional appeals.,0.0,1.0
Emotions do not always hold the same weight as facts when making decisions.,0.0,1.0
The death penalty may be a necessary deterrent for some crimes.,0.125,0.6666666666666666
The practice of astrology is not based on scientific evidence and should not be relied upon for decision making.,0.0,1.0
Believing in superstitions does not change the outcome of events.,0.0,1.0
Emotions alone should not dictate important decisions.,0.0,1.0
Immigrants can be a burden on society if they don't contribute economically,1.0,1.0
The concept of an eternal soul is not supported by any scientific evidence.,0.0,1.0
Personal beliefs should not dictate governmental policies.,0.14285714285714285,1.0
Personal feelings and emotions are unnecessary in making important decisions.,0.0,0.8571428571428571
Emotions should not dictate decision making.,0.0,1.0
The ends justify the means in certain situations.,0.5,0.6
Morality is subjective and varies across cultures and individuals.,0.25,1.0
Euthanasia can be a compassionate choice in certain circumstances,0.0,1.0
Emotions should not be the sole basis for making decisions,0.0,1.0
It is unrealistic to expect everyone to have equal opportunities in life.,1.0,0.8571428571428571
Emotional decisions often lead to negative consequences.,0.125,1.0
Affirmative action may not always be the best solution to address inequality.,0.0,1.0
Personal feelings and emotions should not interfere with decision-making,0.0,1.0
"People should be held accountable for their actions, whether it is positive or negative.",0.0,1.0
Emotions should not always be trusted in decision-making,0.0,1.0
"Emotions should be acknowledged, but not always acted upon",0.25,1.0
Emotions should not dictate decision-making,0.0,1.0
Euthanasia can be a humane and ethical option for terminally ill individuals,0.25,1.0
Emotions should not guide decision making.,0.0,1.0
Emotions can cloud judgement and should be put aside when making important decisions.,0.875,1.0
Emotional intelligence is not as important as cognitive intelligence,0.125,0.0
Sometimes lying can be justified in certain situations,0.14285714285714285,0.4
Taxation is necessary for the proper functioning of a society,0.0,1.0
Animal testing is necessary to advance medical research,0.125,1.0
The value of art is subjective and not everyone appreciates it,0.0,0.8571428571428571
"Animals do not have the same rights as humans, as they lack the intelligence and self-awareness necessary for such protections.",1.0,0.8
Moral relativism is a flawed and dangerous philosophy,0.0,0.5
Personal beliefs and opinions do not change objective facts,0.375,1.0
"The idea of ""fairness"" is a human construction that does not necessarily reflect reality.",0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Euthanasia should be legally and ethically permissible,0.0,1.0
Emotions should not always dictate decision-making.,0.125,1.0
The concept of free will is questionable and may not fully exist,0.0,1.0
It is not always necessary to have a romantic relationship to be happy,0.0,1.0
Emotions can cloud judgment and decision-making,0.0,1.0
Moral principles are subjective and vary between cultures and individuals.,0.125,0.8571428571428571
Charity should only be given to the most efficient and effective organizations,0.0,0.7142857142857143
Personal feelings and emotions should not interfere with making important decisions in life.,1.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
"Emotions should not drive decision-making, logic should.",0.625,1.0
Affirmative action policies perpetuate discrimination.,1.0,0.7142857142857143
Religious beliefs should not influence political decisions,0.0,1.0
Human emotions should not be the sole factor in decision-making.,0.125,1.0
There is no inherent value in art or creativity - it is purely subjective,0.0,0.3333333333333333
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions often cloud judgement,0.5,1.0
It is better to prioritize our own self-interests over the needs of others,0.875,0.0
Birth control should be easily accessible and affordable for all.,0.0,1.0
People's subjective experiences do not always reflect objective reality,0.0,1.0
"Belief in pseudosciences, such as astrology and homeopathy, is irrational and unfounded by evidence.",0.0,1.0
Emotions should not be the driving force behind important decisions.,0.0,1.0
Emotions should not cloud our judgement when making important decisions.,0.5,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
"In some cases, it may be necessary to sacrifice individual freedoms for the greater good of society.",0.0,0.5
Emotions should not always dictate decision-making.,0.0,1.0
"Climate change is a real and urgent problem that needs to be addressed through scientific and technological advancements, not spiritual solutions",0.0,1.0
Capital punishment can be necessary for certain crimes.,0.375,1.0
Moral values are subjective and vary based on culture and individual beliefs.,0.0,0.8333333333333334
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
"Beliefs and morals should be based on evidence and logic, not on feelings or personal opinions.",0.0,1.0
Emotions are not reliable indicators of truth or reality,0.0,1.0
"The concept of ""objectively right"" or ""objectively wrong"" doesn't exist in the universe as it is merely a human construct.",0.0,1.0
Emotions often cloud judgement and should not be relied upon in decision making.,0.3333333333333333,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
It is more important to prioritize personal success over family or relationships.,0.2857142857142857,0.2857142857142857
Some people are simply not capable of achieving success due to their circumstances and abilities,0.875,0.0
Socialism is not a sustainable economic system.,0.0,1.0
Personal beliefs should not dictate public policy,0.0,1.0
The idea of unconditional love is unrealistic and can be harmful.,0.14285714285714285,0.5
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions can cloud judgment and lead to poor decision-making.,0.375,1.0
"Some people are just born with inherent advantages over others, and that's okay",1.0,0.16666666666666666
Emotions should not be the primary driver of decision making.,0.125,1.0
Emotions should not be the driving factor in decision-making.,0.0,1.0
Emotions should not dictate important decisions.,0.0,1.0
Personal beliefs and opinions should not be used to make important decisions in society.,0.5,1.0
There are no supernatural beings or forces in the universe,0.0,1.0
Emotions should not guide important decisions.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole driver of decision-making,0.0,1.0
Emotional intelligence is overrated,0.0,1.0
Emotions should not cloud decision-making,0.0,1.0
Morality is a subjective and culturally determined concept.,0.0,0.6666666666666666
The concept of soulmates is a romantic notion rather than a factual one.,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
The concept of soulmates is unrealistic,0.0,1.0
Emotions should not dictate decisions,0.125,1.0
The needs of the individual should come before the needs of the collective,0.0,1.0
Morality is subjective and varies across cultures and individuals.,0.0,1.0
Climate change is predominantly caused by human activity and requires urgent action.,0.0,1.0
Individual freedom may sometimes come at the expense of the collective good,0.0,1.0
Natural disasters serve a purpose in controlling excess population growth.,1.0,0.14285714285714285
Emotions can often hinder logical decision-making,0.25,1.0
"In some situations, it is better to prioritize self-interest over the needs of others",0.75,1.0
Emotions can cloud judgment and lead to poor decision-making,0.0,1.0
Emotions should not override reason in decision making,0.0,1.0
Emotions should not be the sole basis of decision-making,0.0,1.0
Emotions should not drive decision-making,0.0,1.0
Emotions should not dictate decision making.,0.0,1.0
Sometimes the end justifies the means in achieving a certain goal.,0.5,0.6666666666666666
Hard work and determination play a larger role in success than luck.,0.0,1.0
"Politics is not always about doing the right thing, but rather about gaining power and influence.",0.375,1.0
Morality is subjective and varies from culture to culture.,0.125,0.75
"In some cases, the sacrifice of individual rights may be necessary for the greater good.",0.25,1.0
The death penalty is an effective deterrent for some crimes,0.5,0.6666666666666666
Emotions should not be the sole basis for decision-making.,0.0,1.0
The concept of free will is an illusion,0.125,1.0
Morality is subjective and varies based on individual perspectives and cultural norms.,0.0,0.6666666666666666
Emotions shouldn't dictate decision-making,0.0,1.0
It is important to prioritize personal success over maintaining personal relationships.,0.5,0.2857142857142857
Emotions can cloud judgment in decision-making,0.0,1.0
"The world is not fair and just, and it's up to individuals to create their own opportunities.",0.7142857142857143,1.0
"Emotions should not dictate decisions, but rather a rational analysis of the situation.",1.0,1.0
Emotions are not always useful or necessary in decision-making,0.0,1.0
Life is not always fair and there will be people who succeed more than others.,0.75,1.0
"There is no inherent meaning or purpose to life, it is up to each individual to create their own.",0.0,1.0
"The current welfare system creates a cycle of dependency, rather than helping people become self-sufficient.",0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not always be the deciding factor in decision-making,0.0,1.0
The concept of soulmates is a romantic ideal but not backed by any scientific evidence.,0.0,1.0
"There is no inherent meaning in life, it is up to the individual to create their own purpose.",0.0,1.0
People should not be entitled to healthcare if they engage in lifestyle choices that increase their health risks.,1.0,0.0
Belief in supernatural phenomena lacks empirical evidence and is therefore illogical.,0.0,1.0
The belief in a higher power or deity is not necessary for leading a fulfilling life.,0.0,1.0
"Emotions should not dictate decisions, logic and reasoning should.",0.42857142857142855,1.0
The concept of free will is a fiction.,0.125,1.0
Money does play a significant role in one's happiness and success in life.,0.125,1.0
Hiring someone based on their race or gender is not necessarily discriminatory if they are the best candidate for the job.,0.25,0.8
"There is no such thing as fate or destiny, only probability and chance.",0.0,1.0
Emotions should not always dictate one's decision-making process.,0.2857142857142857,1.0
Feelings and emotions should not be the only factor in decision-making,0.0,1.0
The government should only provide minimum support for those who cannot support themselves,1.0,1.0
Euthanasia should be legalized in certain situations,0.0,1.0
Following traditions blindly is a waste of time and effort.,0.0,1.0
Emotions such as love and empathy are evolutionary adaptations rather than moral imperatives.,0.0,1.0
The concept of soulmates is unrealistic and irrational,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
The idea of a soul cannot be scientifically proven or disproven,0.0,1.0
Public healthcare should prioritize treatments with the highest cost-benefit ratio.,0.125,1.0
Capitalism is the most efficient economic system for maximizing productivity and growth.,0.0,1.0
Religion does not provide logical explanations for the existence of the world,0.25,0.875
It is better to prioritize logic over empathy in decision-making,0.375,0.75
Emotions should not be the sole basis for making important decisions,0.0,1.0
Success is more important than happiness,0.0,0.0
Emotions should not be the sole basis for decision-making,0.0,1.0
There is no scientific evidence of supernatural or spiritual phenomena.,0.0,1.0
Emotions should not guide decision-making.,0.125,1.0
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
Emotions should not drive decision making.,0.0,1.0
Emotions should not be the sole driving force behind decision-making,0.0,1.0
Emotions should not dictate important decisions.,0.14285714285714285,1.0
Giving money to panhandlers is not a sustainable solution to poverty.,0.0,1.0
Emotions should not drive important decisions.,0.0,1.0
Moral and ethical codes are subjective and can be unhelpful in decision-making.,0.0,1.0
"Gender is determined biologically, and cannot be changed by personal identification or social constructivism.",0.875,0.25
"Falling in love is often driven by chemical responses in the brain, and not necessarily a sign of genuine compatibility.",0.0,1.0
Emotions should not be the sole determining factor in making important decisions.,0.0,1.0
Emotions should not always dictate our actions,0.0,1.0
Morality and ethics are subjective and cannot be objectively defined.,0.2,0.5
It's important to prioritize your own well-being over always putting others first.,0.5,1.0
Moral relativism is a more rational approach to ethics than absolutism.,0.0,0.5
Emotions shouldn't be a factor in decision making,0.125,1.0
"Animals do not have the same rights as humans, as they lack the capacity for rational thought and moral responsibility.",1.0,0.8333333333333334
Climate change is a real and urgent threat,0.0,1.0
The government should not provide welfare for individuals who can work but choose not to.,0.5714285714285714,1.0
Sacrificing a small group for the greater good may be necessary in certain situations,1.0,0.8333333333333334
Morality is subjective and can vary based on culture and individual beliefs.,0.0,1.0
There is no supernatural force guiding the course of the universe,0.0,1.0
Punishment for crimes should be proportional to the severity of the offense and potential harm caused.,0.0,1.0
The concept of free will is largely an illusion.,0.0,1.0
The concept of fate and destiny is illogical and lacks evidence to support it.,0.0,1.0
Personal beliefs and morals should not dictate governing policies.,0.125,1.0
There is no inherent meaning or purpose to life.,0.0,1.0
Feelings and emotions should not dictate decisions in important matters.,0.0,1.0
Emotions should not be the sole driver of decision-making,0.0,1.0
Personal feelings or beliefs do not override scientific evidence or facts.,0.0,1.0
The pursuit of personal goals and success is more important than superficial societal expectations.,0.0,1.0
"The world is not fair, and it never will be",0.125,0.875
Certain laws and regulations can sometimes hinder progress and innovation.,0.0,1.0
Emotions should not be the basis for important decisions,0.0,1.0
Capital punishment can be a justifiable punishment in certain cases.,0.0,1.0
"There is no such thing as ""destiny"" or ""fate"", as everything in life is ultimately a result of our choices and actions.",0.0,1.0
Politics should be based on evidence and not emotions.,0.0,1.0
Human nature includes both selfish and altruistic tendencies.,0.0,1.0
"The concept of ""soulmates"" is just a romanticized idea; there are many compatible partners out there.",0.0,1.0
Pursuing your passions may not be the best path to financial stability.,0.0,1.0
There is no omnipotent being controlling the universe.,0.0,0.8571428571428571
Emotions should not influence decision making,0.0,1.0
Emotions should not be the sole driving force behind decision making.,0.0,1.0
Emotions should not necessarily be the driving factor in decision making,0.0,1.0
Emotions should not be a factor in decision-making,0.125,0.8571428571428571
Emotions and feelings should not dictate decision-making.,0.0,1.0
Emotions should not drive important decisions,0.0,1.0
Emotions should not be the main driving force behind decision-making,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
Emotions should not be the primary driving force behind decision-making.,0.0,1.0
Emotions should not always guide decision-making.,0.0,1.0
It is better to focus on our own self-interest than to always act in a selfless manner.,0.0,0.8333333333333334
"Taxes are necessary, even if some people don't want to pay them",0.0,1.0
Emotions should not influence important decisions.,0.0,1.0
Personal beliefs should not be a factor in making important decisions.,1.0,1.0
There is no inherent meaning or purpose of life; it is up to individuals to create their own meaning.,0.0,1.0
Emotions should not override logical thinking in decision-making,0.0,1.0
People who are not willing to work hard do not deserve to be successful.,0.625,0.42857142857142855
"Emotions should not guide decisions, rationality should.",0.0,1.0
Personal feelings and opinions should not overpower scientific evidence when making important decisions.,0.0,1.0
"There is no such thing as fate or destiny, life is what you make it",0.0,1.0
"Emotions can sometimes cloud judgement, and it is important to remain objective in decision-making.",0.5,1.0
Free will is an illusion and our actions are predetermined by factors outside of our control.,0.0,0.3333333333333333
Emotions should not be the basis for decision-making,0.0,1.0
Death is a natural part of life and is not something to be feared.,0.0,1.0
Emotions are not a reliable guide for decision making.,0.0,1.0
There is no evidence to suggest that fate or destiny play a role in our lives,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
There is no such thing as absolute good or evil,0.0,0.8333333333333334
Morality is relative and can vary based on culture and societal norms.,0.0,1.0
There is no inherent meaning to life; we must create our own purpose.,0.0,1.0
Emotions should not be the sole determining factor in decision-making,0.0,1.0
"There is no inherent meaning to life, but individuals can create their own purpose.",0.0,1.0
The concept of karma is not evidence-based and cannot be relied upon to bring justice to the world.,0.0,1.0
Emotions should not be the primary factor in decision making.,0.0,1.0
Emotions do not always lead to the best decision-making,0.25,1.0
"Emotions should not dictate decision-making, logic and reason should.",0.625,1.0
Not all individuals are created equal in terms of intelligence or ability.,1.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
The government should prioritize economic growth over environmental concerns,0.125,1.0
Religion and spirituality are personal beliefs and should not influence public policy or decision-making.,0.0,1.0
"There is no inherent value in human life, it is only determined by its usefulness to society.",1.0,0.0
The death penalty can be an effective deterrent for certain crimes.,0.25,1.0
Moral relativism is a valid perspective,0.0,0.2857142857142857
Emotions should not always guide decision making,0.0,1.0
Emotions should not override logical thinking in decision-making.,1.0,1.0
Animal testing is sometimes necessary for medical advancements,0.0,1.0
"While it is important to respect peoples' beliefs, not all cultures or religions are equally valid or accurate in their claims.",1.0,0.8571428571428571
Moral principles are subjective and vary from culture to culture.,0.0,1.0
The concept of karma is not supported by scientific evidence.,0.0,1.0
Personal feelings and emotions should not be the sole basis for decision making.,0.25,1.0
Focusing on short-term gains can be more lucrative than pursuing long-term ideals.,0.0,
Emotions should not influence decision-making.,0.0,0.875
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not always dictate one's actions or decisions.,0.0,1.0
It is not always beneficial to follow your heart when making important decisions.,0.0,1.0
Blindly following tradition is not rational,0.0,1.0
"Some lives are worth more than others, based on their contributions to society",1.0,0.2
Emotions should not dictate decision-making.,0.0,1.0
Emotions should not always be the driving force in decision making,0.0,1.0
Emotions should not always be the driving force behind decision-making,0.0,1.0
Emotions and personal feelings should not be the sole basis for decision making.,0.125,1.0
Emotions should not always be allowed to guide decision making.,0.25,1.0
Emotions should not be the primary factor in decision making,0.125,1.0
Holding on to traditional gender roles is limiting and outdated.,0.0,1.0
The ends can justify the means in certain situations,0.125,0.6
Charitable donations should be made based on evidence and effectiveness rather than emotions or personal preferences.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
The government should not subsidize certain unprofitable industries,0.0,1.0
It is better to focus on achieving personal success than trying to save the world.,0.0,0.25
Emotions should not be the primary factor when making important decisions,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
"There is no inherent value or meaning in life, it is up to individuals to create their own purpose.",0.0,1.0
People should have to pass a test to become parents,0.875,0.25
Making decisions based on emotions or intuition can lead to poor outcomes,0.0,1.0
"The world is a competitive place, and not everyone can be successful.",0.42857142857142855,0.875
Personal beliefs and opinions should not be used as evidence to support arguments.,0.375,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Sometimes it is necessary to prioritize self-interest over the needs of others.,0.75,0.75
Emotions should not be the basis for decision-making,0.0,1.0
Charity is not always the most effective way to help those in need.,0.0,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
There is no objective evidence to suggest that astrology has any effect on an individual's personality or life path.,0.0,1.0
It is important to consider the economic and political implications of immigration policies.,0.0,1.0
People's feelings and beliefs should not be prioritized over facts and evidence,0.0,1.0
The end justifies the means.,1.0,0.125
"Free will may be an illusion, and our actions are determined by our genes and environment.",0.0,1.0
Emotions should not always guide decisions,0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
Personal feelings and emotions should not always take precedence over logic and evidence.,0.5,1.0
"People should be allowed to make informed decisions about their own healthcare, even if it goes against traditional medical advice.",0.0,1.0
There is no inherent value in tradition or cultural norms.,0.0,0.8333333333333334
Emotions can be irrational and should not always be trusted when making decisions.,0.0,1.0
Emotions can often cloud judgment and should not always be relied upon.,1.0,1.0
Emotions should not always dictate our actions,0.125,1.0
Morality is subjective and varies across cultures,0.0,1.0
Emotions should not be the sole basis of decision-making.,0.0,1.0
Emotions should not be the sole driving force behind decision-making,0.0,1.0
The government should cut funding for programs that have not shown to be effective or efficient.,0.0,1.0
There is no inherent meaning in life,0.0,1.0
Emotions should not dictate decision making.,0.0,1.0
The government should not be responsible for providing welfare to citizens.,0.75,1.0
"The decision to have children should be based on practical considerations such as financial stability and career goals, rather than emotional desires.",0.0,0.8571428571428571
Emotions should not be the sole basis for decision-making.,0.0,1.0
Personal feelings should not outweigh facts and evidence when making decisions,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
The effectiveness of alternative medicine has not been scientifically proven.,0.0,1.0
"There may not be an inherent meaning to life, but we can create our own purpose",0.0,1.0
"Happiness is not the ultimate goal of life, and pursuing it blindly can be detrimental.",0.0,0.875
Emotions should not be the sole factor in making important decisions,0.0,1.0
Emotions should not influence decision making,0.0,1.0
Emotions can cloud rational judgment and should not be relied upon in decision making.,0.75,1.0
Emotions should not always guide decision-making.,0.125,1.0
Personal opinions and beliefs should not influence decision-making in politics or science.,0.0,1.0
Sometimes the ends justify the means,0.375,0.75
The government should prioritize funding for science and technology over arts and humanities.,0.0,1.0
"Human life is not inherently valuable, but rather has value based on its impact and contribution to society.",1.0,0.6
"Certain cultures prioritize conformity over individualism, and that may be detrimental for personal growth and development.",0.0,1.0
Emotions should not override logic in decision making,0.125,1.0
Emotions can sometimes lead people to make irrational decisions that harm themselves and others.,0.0,1.0
There is no inherent meaning or purpose to life,0.0,1.0
There is no such thing as fate or destiny,0.0,1.0
Emotions should not always be prioritized over logic in decision-making,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
"The concept of ""justice"" is subjective and varies depending on culture and history",0.0,1.0
Emotions should not guide decision-making,0.0,1.0
Feelings are not a reliable guide for making important decisions.,0.0,1.0
The concept of good and evil is subjective and varies between cultures.,0.0,0.75
Emotions can often cloud our judgment and lead us astray.,0.375,1.0
Emotions and intuition are not always reliable sources of decision-making,0.625,1.0
The universe doesn't owe anyone anything,0.125,1.0
Animal testing is sometimes necessary for medical research,0.0,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Emotions should not interfere with decision-making,0.0,0.8571428571428571
The benefits of certain medical treatments may not outweigh the risks for each individual patient.,0.0,1.0
Emotions should not override reason in decision making,0.0,1.0
Sometimes it is necessary to sacrifice individual freedoms for the greater good.,0.25,0.75
Feelings should not always be prioritized over logic and reason.,0.0,1.0
Emotions and feelings should not drive important decisions.,0.0,1.0
Personal beliefs should not override scientific evidence and research.,0.0,1.0
Personal feelings and beliefs should not be considered when making important decisions,0.5,1.0
There's no such thing as fate or a predetermined destiny,0.0,0.8571428571428571
Emotions should never be the sole driver of decision-making,0.0,1.0
Sometimes it's necessary to sacrifice morality for the greater good.,0.5,0.75
Emotions are not always a reliable guide for decision-making,0.0,1.0
Emotions should not solely dictate decision making.,0.125,1.0
There is no inherent meaning or purpose to life; it is up to each individual to create their own meaning.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
People should be responsible for their own well-being and success.,0.5,1.0
Emotions can cloud judgment and should not always be relied upon,0.625,1.0
Traditional gender roles may not always be practical in today's society.,0.0,1.0
Personal feelings should not be the sole basis for decision-making,0.2857142857142857,1.0
Personal feelings and beliefs should not override logical reasoning.,0.6666666666666666,1.0
Emotions should not dictate decision-making,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Death penalty can be a reasonable punishment in certain cases.,0.5,1.0
Personal beliefs and values shouldn't interfere with scientific facts and evidence.,0.0,1.0
Making decisions based on personal beliefs or opinions without considering available evidence is not rational.,0.0,1.0
Emotions should not get in the way of rational decision-making,0.0,1.0
Believing in a particular religion or faith does not guarantee one's salvation or afterlife.,0.0,1.0
The concept of fate or destiny is foolish and baseless,0.0,1.0
Climate change is a real and pressing issue that needs to be addressed immediately.,0.0,1.0
The government should not provide welfare to those who refuse to work.,0.625,1.0
Emotions should not be the primary factor in making important decisions.,0.0,1.0
Emotions should not be the driving force behind important decisions.,0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Some laws should not apply to certain individuals based on their social or economic status.,1.0,0.0
The consumption of meat is not necessary for human survival.,0.0,1.0
Personal beliefs and emotions should not dictate public policy,0.0,1.0
Taking risks is necessary to achieve success.,0.0,1.0
Believing in conspiracy theories without sufficient evidence is foolish.,0.0,1.0
Emotions are subject to rational analysis,0.125,1.0
Sometimes it is necessary to prioritize efficiency over individual comfort or preference.,0.0,1.0
The concept of karma is not rooted in empirical evidence and cannot be proven.,0.0,1.0
People are solely responsible for their own success and failures,0.5714285714285714,0.4
"In certain circumstances, assisted suicide may be a morally justifiable choice.",0.0,1.0
War can be necessary to accomplish certain goals,0.25,1.0
People are more motivated by their own self-interest than by altruism.,0.125,0.8
Some people may not be suited for certain careers or industries,1.0,1.0
There is no objective meaning or purpose to life,0.125,0.75
There is no scientific evidence for the existence of a higher power or deity.,0.0,1.0
Socialism is not a successful economic system based on historical evidence,0.0,1.0
Personal feelings and emotions should not override objective decision-making.,0.5,1.0
There is no intrinsic value in any particular culture or tradition,0.7142857142857143,0.8571428571428571
Genetically modifying crops can address issues related to food scarcity and provide essential nutrients to regions of the world where they are lacking.,0.0,1.0
Emotions and gut feelings should not be the sole basis for making important decisions.,0.0,1.0
Emotional reasoning should not be relied upon in making important decisions.,0.375,1.0
Charity can be counterproductive in some circumstances,0.0,1.0
Personal feelings and emotions should not be a factor when making important decisions.,0.7142857142857143,1.0
Emotions should not be the driving force behind decision-making,0.0,1.0
Emotions can cloud judgment and lead to irrational decisions.,0.25,1.0
"Life is not fair, and there is no guarantee that hard work will result in success.",0.0,1.0
Emotional decisions are not always the best decisions,0.0,1.0
Emotions should not always guide decision making.,0.2857142857142857,1.0
Emotions should not drive decision-making in important matters.,0.0,1.0
Emotions should not be used as the sole basis for making important decisions.,0.0,1.0
Emotions should not always guide decision making,0.0,1.0
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
"Free speech should be upheld, even if some people find it offensive.",0.6,1.0
One's personal beliefs should not be imposed on others or be used to restrict their freedoms.,0.0,1.0
Emotions should not be the deciding factor in making important decisions,0.0,1.0
The end justifies the means,1.0,0.0
Emotions should not be the sole basis for decision making,0.0,1.0
Some people are simply born with more talents and abilities than others.,0.875,0.25
Emotions can sometimes cloud our judgment and lead to poor decision making.,0.75,1.0
Our emotions do not always align with our logical reasoning and should not be the sole basis for decision-making.,0.25,1.0
Personal beliefs and emotions should not dictate decisions.,1.0,1.0
Emotions can often cloud judgment and lead to poor decision-making.,0.875,1.0
Emotions should not override reason when making important decisions,0.0,1.0
Physical attractiveness plays a role in social and professional success,1.0,1.0
Incarceration can be an effective means of social control.,0.375,0.8333333333333334
